Species,Plot,Subplot,Core,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Time,Event
Quercus alba,15,B,2017,0.11,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,10.31,34.1,5.14,21.52,18.07,115.5,0.0
Quercus rubra,15,D,2017,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,18.65,24.37,3.71,19.82,19.29,63.0,1.0
Acer saccharum,13,B,2016,0.093,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.34,,-0.04,13.41,12.1,45.5,1.0
Acer saccharum,13,B,2016,0.093,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,15.25,,-0.12,13.57,12.18,45.5,1.0
Acer saccharum,13,D,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.06,,-0.01,13.73,12.05,45.5,1.0
Acer saccharum,13,B,2017,0.093,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,15.68,,0.33,12.99,12.21,45.5,1.0
Acer saccharum,13,B,2016,0.093,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,15.68,,0.33,12.99,12.21,45.5,1.0
Acer saccharum,13,D,2016,0.086,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,18.1,,0.48,13.62,12.36,45.5,1.0
Prunus serotina,14,A,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,23.14,,0.32,5.17,6.58,45.5,1.0
Prunus serotina,15,B,2017,0.11,Med,Sterile,Sterile,Sterilized,AMF,Sterile,11.97,,0.0,8.43,11.83,115.5,0.0
Quercus alba,15,B,2017,0.11,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,11.55,21.45,4.81,17.87,23.66,70.0,1.0
Acer saccharum,14,C,2016,0.053,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.35,,-0.14,10.02,10.7,45.5,1.0
Quercus alba,15,B,2017,0.11,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,11.55,21.45,4.81,17.87,23.66,115.5,0.0
Quercus rubra,15,D,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,19.61,25.72,3.53,26.99,14.36,115.5,0.0
Acer saccharum,14,A,2016,0.06,Low,Sterile,Sterile,Sterilized,AMF,Sterile,5.7,,-0.27,9.0,9.03,45.5,1.0
Quercus alba,14,C,2017,0.053,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.11,28.75,3.67,19.16,20.22,45.5,1.0
Quercus rubra,15,D,2017,0.086,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,15.82,47.36,3.64,26.03,14.79,73.5,1.0
Prunus serotina,14,A,2017,0.06,Low,Sterile,Sterile,Sterilized,AMF,Sterile,12.79,,0.28,5.18,8.17,45.5,1.0
Acer saccharum,15,B,2017,0.11,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,21.35,,0.63,13.5,12.52,66.5,1.0
Prunus serotina,15,B,2017,0.11,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,51.92,,0.93,9.96,13.23,115.5,0.0
Acer saccharum,14,C,2017,0.053,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.5,,-0.08,11.36,11.62,45.5,1.0
Acer saccharum,15,B,2016,0.11,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.91,,0.12,12.32,12.2,115.5,0.0
Acer saccharum,14,A,2017,0.06,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.04,10.96,10.99,45.5,1.0
Acer saccharum,14,C,2016,0.053,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.5,,-0.08,11.36,11.62,45.5,1.0
Acer saccharum,14,C,2016,0.053,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.5,,-0.08,11.36,11.62,45.5,1.0
Prunus serotina,14,A,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,23.14,,0.32,5.17,6.58,45.5,1.0
Quercus rubra,15,D,2016,0.086,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.35,31.82,3.67,19.58,19.06,115.5,0.0
Prunus serotina,14,C,2016,0.053,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.23,,0.23,4.84,6.51,45.5,1.0
Quercus rubra,15,B,2017,0.11,Med,Sterile,Sterile,Sterilized,EMF,Sterile,12.78,6.14,3.6,24.08,15.89,115.5,0.0
Prunus serotina,14,C,2017,0.053,Low,Sterile,Sterile,Sterilized,AMF,Sterile,14.56,,0.33,5.19,7.67,45.5,1.0
Quercus alba,15,D,2017,0.086,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.02,27.95,4.1,18.7,23.11,66.5,1.0
Acer saccharum,14,B,2017,0.074,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.68,,-0.03,13.67,12.32,45.5,1.0
Quercus alba,15,B,2016,0.11,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.9,22.64,5.16,18.52,23.01,115.5,0.0
Quercus rubra,15,B,2016,0.11,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,16.26,30.84,3.67,19.6,19.43,115.5,0.0
Acer saccharum,15,B,2017,0.11,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.91,,0.12,12.32,12.2,59.5,1.0
Prunus serotina,14,B,2017,0.074,Low,Sterile,Sterile,Sterilized,AMF,Sterile,6.98,,0.27,5.42,8.55,45.5,1.0
Prunus serotina,14,B,2017,0.074,Low,Sterile,Sterile,Sterilized,AMF,Sterile,6.98,,0.27,5.42,8.55,45.5,1.0
Acer saccharum,15,A,2016,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,45.5,1.0
Acer saccharum,15,A,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,45.5,1.0
Acer saccharum,15,B,2017,0.11,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,21.35,,0.63,13.5,12.52,63.0,1.0
Prunus serotina,15,A,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,0.35,10.85,13.69,45.5,1.0
Acer saccharum,15,A,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.91,,0.31,13.94,12.3,45.5,1.0
Prunus serotina,15,A,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.73,,0.06,7.69,11.93,45.5,1.0
Acer saccharum,15,A,2017,0.087,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,13.4,,-0.02,13.88,12.46,45.5,1.0
Prunus serotina,15,A,2017,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,0.35,10.85,13.69,45.5,1.0
Prunus serotina,15,A,2017,0.087,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.73,,0.06,7.69,11.93,45.5,1.0
Acer saccharum,15,D,2016,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,11.81,,-0.03,14.03,12.43,45.5,1.0
Acer saccharum,15,D,2017,0.086,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.55,,0.2,13.8,11.98,45.5,1.0
Acer saccharum,15,B,2017,0.11,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.32,,0.17,13.71,12.61,45.5,1.0
Quercus rubra,15,D,2017,0.086,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,15.82,47.36,3.64,26.03,14.79,115.5,0.0
Acer saccharum,15,B,2017,0.11,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.32,,0.17,13.71,12.61,45.5,1.0
Prunus serotina,16,C,2017,0.133,High,Sterile,Sterile,Sterilized,AMF,Sterile,18.81,,-0.06,10.17,14.26,45.5,1.0
Prunus serotina,16,C,2017,0.133,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,42.96,,0.7,10.84,14.12,45.5,1.0
Acer saccharum,16,C,2016,0.133,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,18.04,,0.25,14.29,12.65,45.5,1.0
Quercus rubra,16,A,2017,0.122,High,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.84,53.94,4.3,21.77,17.82,115.5,0.0
Acer saccharum,16,C,2017,0.133,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,18.04,,0.25,14.29,12.65,45.5,1.0
Acer saccharum,16,C,2016,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.47,,0.18,13.49,12.46,45.5,1.0
Quercus rubra,16,C,2017,0.133,High,Sterile,Sterile,Sterilized,EMF,Sterile,17.08,9.35,3.76,23.49,16.41,73.5,1.0
Prunus serotina,16,C,2016,0.133,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,42.96,,0.7,10.84,14.12,45.5,1.0
Acer saccharum,16,D,2017,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.47,,0.18,13.49,12.46,45.5,1.0
Acer saccharum,16,D,2017,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.47,,0.18,13.49,12.46,45.5,1.0
Quercus rubra,16,A,2017,0.122,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,18.86,34.99,3.47,23.07,16.51,63.0,1.0
Quercus rubra,16,A,2017,0.122,High,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,20.76,35.94,3.97,21.96,17.34,115.5,0.0
Quercus alba,16,C,2017,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,11.12,41.61,5.56,21.51,18.86,115.5,0.0
Quercus alba,16,C,2017,0.133,High,Sterile,Sterile,Sterilized,EMF,Sterile,15.2,19.43,4.19,19.87,20.31,115.5,0.0
Prunus serotina,16,B,2017,0.105,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,33.94,,0.27,10.97,13.77,45.5,1.0
Quercus rubra,16,C,2017,0.133,High,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.74,55.57,4.33,21.72,17.88,115.5,0.0
Prunus serotina,17,C,2017,0.122,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,44.29,,0.53,10.93,14.12,45.5,1.0
Prunus serotina,17,C,2016,0.122,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,44.29,,0.53,10.93,14.12,45.5,1.0
Quercus rubra,16,A,2017,0.122,High,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,18.86,34.99,3.47,23.07,16.51,115.5,0.0
Quercus rubra,16,C,2017,0.133,High,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,21.22,35.63,3.85,26.15,15.02,115.5,0.0
Acer saccharum,17,C,2017,0.122,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,16.28,,0.33,13.32,12.22,45.5,1.0
Acer saccharum,17,C,2017,0.122,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,19.24,,0.26,14.54,12.67,45.5,1.0
Quercus alba,16,C,2016,0.133,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,30.28,45.41,5.26,18.88,23.64,115.5,0.0
Acer saccharum,17,A,2016,0.095,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.19,,0.14,14.43,12.6,45.5,1.0
Prunus serotina,17,A,2017,0.095,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.79,,0.01,8.18,11.72,45.5,1.0
Acer saccharum,17,A,2017,0.095,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.2,,0.19,14.04,12.04,45.5,1.0
Quercus alba,16,C,2017,0.133,High,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,17.39,38.97,5.21,19.85,20.86,115.5,0.0
Quercus alba,17,C,2017,0.122,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.05,24.34,5.36,18.81,23.51,45.5,1.0
Prunus serotina,17,C,2017,0.122,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,44.29,,0.53,10.93,14.12,45.5,1.0
Quercus alba,16,A,2016,0.122,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,10.89,39.0,5.53,21.44,18.99,115.5,0.0
Quercus alba,16,A,2016,0.122,High,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,9.9,37.02,5.26,21.29,18.43,59.5,1.0
Quercus alba,16,C,2017,0.133,High,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,19.61,26.61,5.46,18.83,24.72,115.5,0.0
Acer saccharum,16,C,2017,0.133,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,15.47,,0.18,13.49,12.46,59.5,1.0
Prunus serotina,17,B,2017,0.111,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,27.28,,0.28,11.08,13.71,45.5,1.0
Prunus serotina,17,D,2017,0.118,Med,Sterile,Sterile,Sterilized,AMF,Sterile,11.05,,-0.06,8.97,11.68,45.5,1.0
Acer saccharum,17,B,2017,0.111,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.56,,0.25,13.46,12.21,45.5,1.0
Acer saccharum,17,D,2017,0.118,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,16.24,,0.36,13.3,12.15,45.5,1.0
Prunus serotina,17,D,2017,0.118,Med,Sterile,Sterile,Sterilized,AMF,Sterile,11.05,,-0.06,8.97,11.68,45.5,1.0
Acer saccharum,17,B,2017,0.111,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.68,,0.26,13.88,12.56,45.5,1.0
Prunus serotina,17,B,2017,0.111,Med,Sterile,Sterile,Sterilized,AMF,Sterile,12.01,,-0.01,7.82,11.73,45.5,1.0
Quercus alba,18,C,2016,0.14,High,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,31.95,43.51,5.32,19.1,23.93,45.5,1.0
Prunus serotina,18,A,2017,0.141,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,48.41,,0.93,10.27,13.81,45.5,1.0
Acer saccharum,18,C,2017,0.14,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.81,,0.31,13.97,12.42,45.5,1.0
Quercus alba,16,C,2017,0.133,High,Sterile,Sterile,Sterilized,EMF,Sterile,15.2,19.43,4.19,19.87,20.31,115.5,0.0
Acer saccharum,18,A,2016,0.141,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.14,,0.31,14.16,13.01,45.5,1.0
Acer saccharum,18,A,2017,0.141,High,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.28,,0.34,13.93,12.44,45.5,1.0
Prunus serotina,18,A,2017,0.141,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,48.41,,0.93,10.27,13.81,45.5,1.0
Acer saccharum,18,A,2017,0.141,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.14,,0.31,14.16,13.01,45.5,1.0
Quercus alba,16,A,2017,0.122,High,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,10.89,39.0,5.53,21.44,18.99,70.0,1.0
Acer saccharum,18,A,2017,0.141,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.14,,0.31,14.16,13.01,45.5,1.0
Prunus serotina,18,B,2017,0.138,High,Sterile,Sterile,Sterilized,AMF,Sterile,16.95,,-0.05,9.2,11.86,45.5,1.0
Acer saccharum,18,E,2016,0.148,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,16.45,,0.32,14.16,12.93,45.5,1.0
Prunus serotina,18,D,2017,0.161,High,Sterile,Sterile,Sterilized,AMF,Sterile,15.04,,0.09,9.34,12.14,45.5,1.0
Prunus serotina,18,B,2017,0.138,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,45.75,,0.73,10.67,14.18,45.5,1.0
Prunus serotina,18,D,2017,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,43.67,,0.95,10.34,13.7,45.5,1.0
Acer saccharum,18,B,2017,0.138,High,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.71,,0.29,14.29,13.0,45.5,1.0
Prunus serotina,18,D,2017,0.161,High,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,43.67,,0.95,10.34,13.7,45.5,1.0
Acer saccharum,1,A,2017,0.108,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.96,,-0.58,13.85,12.15,49.0,1.0
Acer saccharum,2,C,2017,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.31,,-0.06,13.74,12.22,49.0,1.0
Acer saccharum,2,A,2016,0.083,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.55,,-0.63,14.24,12.27,49.0,1.0
Acer saccharum,2,C,2016,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,15.87,,-0.08,13.55,12.21,49.0,1.0
Prunus serotina,16,A,2017,0.122,High,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,42.4,,0.61,10.19,13.54,115.5,0.0
Acer saccharum,2,A,2017,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.7,,-0.22,13.7,12.02,49.0,1.0
Acer saccharum,2,C,2017,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,15.87,,-0.08,13.55,12.21,49.0,1.0
Acer saccharum,2,E,2017,0.118,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.07,,-0.05,13.14,12.23,49.0,1.0
Acer saccharum,2,B,2016,0.082,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.3,,0.34,14.17,12.38,49.0,1.0
Acer saccharum,2,D,2016,0.1,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,18.5,,0.49,13.05,12.3,49.0,1.0
Acer saccharum,2,D,2017,0.1,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.85,,-0.08,13.31,12.15,49.0,1.0
Acer saccharum,2,D,2017,0.1,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.85,,-0.08,13.31,12.15,49.0,1.0
Acer saccharum,2,B,2017,0.082,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.3,,0.34,14.17,12.38,49.0,1.0
Acer saccharum,2,B,2016,0.082,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.3,,0.34,14.17,12.38,49.0,1.0
Acer saccharum,2,D,2016,0.1,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.85,,-0.08,13.31,12.15,49.0,1.0
Quercus alba,3,C,2017,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.66,30.65,4.15,19.02,23.35,49.0,1.0
Quercus alba,3,A,2017,0.08,Med,Sterile,Sterile,Sterilized,EMF,Sterile,0.88,0.0,2.95,20.48,17.7,49.0,1.0
Quercus alba,6,B,2016,0.092,Med,Sterile,Sterile,Sterilized,EMF,Sterile,7.98,9.25,3.43,19.33,19.35,49.0,1.0
Acer saccharum,7,C,2017,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.02,,-0.63,14.18,12.41,49.0,1.0
Acer saccharum,7,B,2017,0.079,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.78,,-0.65,14.27,12.12,49.0,1.0
Acer saccharum,8,D,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.17,,-0.7,14.0,11.94,49.0,1.0
Quercus rubra,16,B,2017,0.105,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,31.86,37.36,3.81,26.47,14.88,115.5,0.0
Acer saccharum,8,D,2017,0.063,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,20.17,,-0.7,14.0,11.94,49.0,1.0
Quercus rubra,16,E,2017,0.111,Med,Sterile,Sterile,Sterilized,EMF,Sterile,15.4,6.35,3.59,24.6,15.49,73.5,1.0
Quercus alba,8,B,2017,0.066,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.32,3.0,2.58,19.54,18.14,49.0,1.0
Acer saccharum,10,A,2017,0.051,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,24.55,,-0.69,9.37,9.28,49.0,1.0
Acer saccharum,10,D,2017,0.06,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,21.15,,-0.58,10.85,11.2,49.0,1.0
Acer saccharum,10,B,2017,0.072,Low,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.85,,-0.69,13.98,11.84,49.0,1.0
Quercus rubra,11,A,2017,0.068,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,14.15,29.52,3.66,19.85,19.07,49.0,1.0
Quercus alba,16,E,2017,0.111,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,11.66,32.46,5.07,21.18,18.48,59.5,1.0
Quercus rubra,16,E,2017,0.111,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,17.78,49.61,3.97,21.92,17.54,59.5,1.0
Acer saccharum,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,16.32,,-0.01,10.89,11.46,49.0,1.0
Acer saccharum,11,A,2016,0.068,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,16.32,,-0.01,10.89,11.46,49.0,1.0
Acer saccharum,11,C,2017,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.82,,-0.13,9.36,9.45,49.0,1.0
Acer saccharum,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.54,,-0.15,10.31,10.71,49.0,1.0
Acer saccharum,11,A,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,11.53,,-0.24,10.72,11.44,49.0,1.0
Acer saccharum,11,A,2017,0.068,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.54,,-0.15,10.31,10.71,49.0,1.0
Acer saccharum,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.72,,-0.19,9.22,9.59,49.0,1.0
Acer saccharum,11,C,2016,0.055,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,16.83,,-0.12,9.83,10.24,49.0,1.0
Quercus rubra,11,C,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.04,28.28,3.78,20.24,18.82,49.0,1.0
Acer saccharum,11,B,2016,0.055,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.72,,-0.19,9.22,9.59,49.0,1.0
Quercus alba,11,B,2017,0.055,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.58,4.23,2.29,19.25,18.63,49.0,1.0
Acer saccharum,11,E,2016,0.068,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,11.53,,-0.24,10.72,11.44,49.0,1.0
Quercus rubra,11,D,2016,0.05,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.87,28.99,3.73,19.41,19.2,49.0,1.0
Acer saccharum,11,D,2016,0.05,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.73,,-0.2,9.72,10.19,49.0,1.0
Quercus rubra,16,B,2017,0.105,Med,Sterile,Sterile,Sterilized,EMF,Sterile,9.55,6.08,3.57,24.16,15.9,115.5,0.0
Quercus alba,16,B,2016,0.105,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,22.73,29.36,5.02,18.7,22.82,115.5,0.0
Acer saccharum,11,B,2016,0.055,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.82,,-0.13,9.36,9.45,49.0,1.0
Acer saccharum,16,B,2017,0.105,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,-0.1,13.27,12.23,63.0,1.0
Quercus rubra,12,A,2016,0.063,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.04,24.8,3.78,21.29,17.9,49.0,1.0
Acer saccharum,12,C,2016,0.047,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,13.27,,-0.5,9.8,10.16,49.0,1.0
Acer saccharum,12,A,2017,0.063,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.47,,-0.15,10.21,10.66,49.0,1.0
Quercus rubra,12,C,2016,0.047,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.19,26.96,3.82,23.7,16.2,49.0,1.0
Quercus rubra,12,A,2017,0.063,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,16.04,24.8,3.78,21.29,17.9,49.0,1.0
Acer saccharum,12,C,2017,0.047,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.3,,-0.46,9.73,9.88,49.0,1.0
Acer saccharum,12,A,2016,0.063,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,14.78,,-0.13,10.82,11.64,49.0,1.0
Quercus rubra,12,C,2016,0.047,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,17.6,28.46,3.74,19.54,19.29,49.0,1.0
Quercus rubra,12,C,2017,0.047,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.59,19.58,2.4,23.47,12.33,49.0,1.0
Quercus rubra,12,E,2017,0.035,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.09,17.84,2.4,23.04,12.32,49.0,1.0
Acer saccharum,12,C,2016,0.047,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.3,,-0.46,9.73,9.88,49.0,1.0
Quercus alba,12,B,2017,0.06,Low,Sterile,Sterile,Sterilized,EMF,Sterile,10.56,2.49,2.46,19.5,18.63,49.0,1.0
Acer saccharum,12,D,2016,0.032,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.41,,-0.24,9.61,10.03,49.0,1.0
Acer saccharum,12,B,2017,0.06,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.77,,-0.2,10.8,11.03,49.0,1.0
Acer saccharum,12,D,2016,0.032,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,13.91,,-0.56,9.53,9.91,49.0,1.0
Acer saccharum,12,D,2016,0.032,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,13.91,,-0.56,9.53,9.91,49.0,1.0
Quercus rubra,16,B,2016,0.105,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,31.86,37.36,3.81,26.47,14.88,115.5,0.0
Quercus rubra,16,D,2017,0.133,High,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.74,55.57,4.33,21.72,17.88,115.5,0.0
Quercus rubra,16,D,2016,0.133,High,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,16.74,55.57,4.33,21.72,17.88,115.5,0.0
Acer saccharum,12,B,2016,0.06,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,15.57,,-0.08,10.13,10.81,49.0,1.0
Acer saccharum,12,D,2016,0.032,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,13.91,,-0.56,9.53,9.91,49.0,1.0
Acer saccharum,12,D,2017,0.032,Low,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.41,,-0.24,9.61,10.03,49.0,1.0
